T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Mississippi,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Missouri,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Missouri General Amer,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Montana,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",National Limit,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Nebraska,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Nevada,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",New Hampshire,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",New Jersey,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",New Mexico,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",New York GHI,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",North Carolina,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",North Dakota,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Northern California,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Ohio,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Oklahoma,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Oregon,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Pennsylvania,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Puerto Rico,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Rhode Island,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",South Carolina,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",South Dakota,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Southern Cal Occidental,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Tennessee,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Texas,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Utah,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Vermont,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Virginia,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Washington State,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",West Virginia,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Western New York,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Wisconsin,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Wyoming,$196.89
T1 Molecular Pathology Assays,Braf gene,81210,"1, 2, 3, 4",Kansas,$393.78
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Alabama,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Alaska,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Arizona,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Arkansas,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Colorado,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Connecticut,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Delaware,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",District of Columbia,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Empire New York,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Florida,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Georgia,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Hawaii,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Idaho,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Illinois,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Indiana,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Iowa,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Kentucky,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Louisiana,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Maine,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Maryland,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Massachusetts,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Michigan,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Minnesota,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Mississippi,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Missouri,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Missouri General Amer,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Montana,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",National Limit,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Nebraska,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Nevada,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",New Hampshire,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",New Jersey,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",New Mexico,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",New York GHI,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",North Carolina,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",North Dakota,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Northern California,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Ohio,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Oklahoma,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Oregon,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Pennsylvania,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Puerto Rico,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Rhode Island,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",South Carolina,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",South Dakota,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Southern Cal Occidental,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Tennessee,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Texas,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Utah,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Vermont,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Virginia,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Washington State,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",West Virginia,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Western New York,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Wisconsin,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Wyoming,$320.51
T1 Molecular Pathology Assays,Cyp2c19 gene com variants,81225,"1, 2, 3, 4",Kansas,$641.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Alabama,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Alaska,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Arizona,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Arkansas,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Colorado,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Connecticut,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Delaware,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",District of Columbia,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Empire New York,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Florida,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Georgia,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Hawaii,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Idaho,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Illinois,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Indiana,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Iowa,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Kentucky,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Louisiana,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Maine,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Maryland,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Massachusetts,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Michigan,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Minnesota,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Mississippi,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Missouri,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Missouri General Amer,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Montana,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",National Limit,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Nebraska,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Nevada,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",New Hampshire,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",New Jersey,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",New Mexico,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",New York GHI,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",North Carolina,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",North Dakota,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Northern California,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Ohio,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Oklahoma,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Oregon,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Pennsylvania,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Puerto Rico,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Rhode Island,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",South Carolina,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",South Dakota,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Southern Cal Occidental,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Tennessee,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Texas,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Utah,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Vermont,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Virginia,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Washington State,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",West Virginia,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Western New York,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Wisconsin,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Wyoming,$496.01
T1 Molecular Pathology Assays,Cyp2d6 gene com variants,81226,"1, 2, 3, 4",Kansas,$992.02
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Alabama,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Alaska,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Arizona,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Arkansas,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Colorado,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Connecticut,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Delaware,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",District of Columbia,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Empire New York,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Florida,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Georgia,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Hawaii,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Idaho,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Illinois,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Indiana,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Iowa,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Kentucky,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Louisiana,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Maine,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Maryland,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Massachusetts,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Michigan,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Minnesota,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Mississippi,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Missouri,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Missouri General Amer,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Montana,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",National Limit,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Nebraska,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Nevada,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",New Hampshire,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",New Jersey,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",New Mexico,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",New York GHI,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",North Carolina,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",North Dakota,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Northern California,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Ohio,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Oklahoma,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Oregon,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Pennsylvania,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Puerto Rico,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Rhode Island,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",South Carolina,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",South Dakota,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Southern Cal Occidental,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Tennessee,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Texas,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Utah,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Vermont,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Virginia,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Washington State,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",West Virginia,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Western New York,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Wisconsin,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Wyoming,$362.47
T1 Molecular Pathology Assays,Egfr gene com variants,81235,"1, 2, 3, 4",Kansas,$724.94
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Alabama,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Alaska,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Arizona,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Arkansas,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Colorado,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Connecticut,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Delaware,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",District of Columbia,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Empire New York,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Florida,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Georgia,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Hawaii,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Idaho,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Illinois,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Indiana,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Iowa,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Kentucky,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Louisiana,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Maine,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Maryland,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Massachusetts,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Michigan,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Minnesota,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Mississippi,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Missouri,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Missouri General Amer,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Montana,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",National Limit,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Nebraska,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Nevada,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",New Hampshire,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",New Jersey,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",New Mexico,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",New York GHI,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",North Carolina,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",North Dakota,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Northern California,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Ohio,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Oklahoma,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Oregon,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Pennsylvania,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Puerto Rico,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Rhode Island,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",South Carolina,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",South Dakota,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Southern Cal Occidental,$73.74
T1 Molecular Pathology Assays,F2 gene,81240,"1, 2, 3, 4",Tennessee,$73.74
